Location,Date,Event,Cause of Death,Full Name,Outcome,Birthplace,Birthdate,Individuals Involved,Victim,Career,Education,Marriage,Date of Death,Occupation,Legal Outcome,Place of Birth,Family History,Date of Birth,Age,Family,Role,Name,Achievements,Individual,Nationality,Individual Involved,Family Background,Profession,Aircraft,Date of Accident,Nickname,Awards,Aviation Accident,Military Service,Position,Event Trigger,Notable Achievements,Disappearance,Background,,Political Affiliation,Flight Number,Affiliation,Place of Death,Aviation Achievements,Death,Cause of Accident,Victims,Incident,Details,Training,Aircraft Involved,Influence,Career Highlights,Circumstances,College,Flight,Accident,Post-War Career,Birth Date,Date of Incident,Rank,Involvement,Political Involvement,Racing Career,Location of Death,Roles,Events,Political Party,Location of Crash,Date of Disappearance,Political Career,Family Connection,Location of Accident,Person,Service Period,Pilot,Cause of Crash,Victories,Contributions,Combat Missions,Spouse,Championships,Airline,Death Date,Achievement,Birth Year,Parents,Military Rank,Record Label,Career Achievements,NFL Team,NFL Draft,College Achievements,NFL Achievements,Route,Military Titles,Service in World War I,Awards Received,Activity in China,Total Fatalities,Survival,Memorial,Outcome:,"Arland Dean Williams Jr. was a passenger on Air Florida Flight 90, which crashed in Washington, D.C. on January 13, 1982, leading to 74 fatalities. He was one of six initial survivors and selflessly helped the others escape before tragically drowning. Williams' heroic actions were honored by renaming the 14th Street Bridge in his memory. Born in Mattoon, Illinois, Williams had a diverse background and a family history that showcased his character and courage during the aviation accident.",Accident Location,FAA Certificates,Military Awards,Combat Achievements,Family Status,Event Involvement,Passenger,UN Position,Bombing Conviction,Childhood,WWI Service,Inventor,Father,Mother,Early Education,Academic Achievements,Honorary Doctorate,"This table provides a comprehensive overview of the key details related to Bipin Rawat, including his personal background, educational achievements, family history, and significant career milestones.",Activism,Outcome/Tribute,Legacy,Podiums,Total Points,Pole Positions,Early Career,Formula Two Career,Formula One Career,World Sportscar Championship,Achievements in Aviation,Details of Final Flight,Additional Individuals Involved,Flying Hours,Pearl Harbor Incident,Mulberry Canyon Crash,Aircraft Owned,Stage Name,Current Position,Playing Position,Premier League Clubs,European Cup Finals,Serie A Clubs,National Team Caps,World Cup Appearances,European Championship Appearances,Managerial Career,Romanian First League Wins,Associated Companies,Relationship,Position(s),District,Aviation Experience,Tragic Event,Notable Events,Aviation Incidents,Burial Location,Notable Achievement,-------------------------------,Felipe Humberto Camiroaga Fernández,Significance,Age at Death,Notable Contributions,Total Flight Hours,House District,Marital Status,Military Career,Notable Actions,Early Flying Experiences,Military Background,Pilot Certification,Competition Aircraft,Aerobatic Aircraft,Aerial Achievements,Company,Cause of Disappearance,Formula One World Championships,Triple Crown of Motorsport,Monaco Grand Prix Success,1969 United States Grand Prix,Decline in Performance,Overall Legacy,Time,Cricket Career,Persons Involved,Activities,Alias,Shootdown Date,Prisoner of War,Diplomatic Efforts,Movie Reference,Military Affiliation,Theaters Served,Total Combat Missions,Times Shot Down,Aerial Victories,Military Service Details,Notable Film Scores,Collaborators,Search Efforts,Declaration of Death,Discovery of Remains,Federal Cabinet Jobs,Retirement,Entry into Provincial Politics,Leadership Election,Cabinet Formation,Re-Election,Early Provincial Election,Early Aviation Experiences,Tragic Death,Aircraft Types,Role in Accident,Date of Crash,Flight Route,Number of Fatalities,Other,Championship Title,Fighting Style,Notable Rivalries,Personal Life,Accolades,Award,Aspirations,Invention,Innovations,Personal Background,Cierva Autogiro Company,Tragedy,Ring Names,Debut Date,Number of Casualties,Date of Aviation Accident,Location of Aviation Accident,Association with James Dean,Details of the Accident,Outcome of the Accident,"In this context, the aviation accident involving Lance Graf von Haugwitz-Hardenberg-Reventlow occurred on September 30, 1955 in Salinas, California. He was friends with fellow auto enthusiast James Dean and was one of the last people to speak to Dean before they met on their way to an auto race, where Reventlow succumbed to injuries in the aviation accident.",Wealth,Number of Passengers,Number of Crew,Person Involved,Family Business,Specialized Bread,Flour Composition,Bread Varieties,Baking Philosophy,Innovation,Recognition,Locations,Known As,Date of Record,Engineer Graduation,Speed Record,Motor Enhancement,Fatal Accident,World Championship Participation,Passengers Killed,Death date,Military Unit,Accompanying,Athletic Achievements,September 11 Involvement,Record-breaking Flights,Founding Hospitals,Relation to Aviation Accident,Aircraft involved,Involvement in Aviation Accident,Midshipman,Sub-lieutenant,Lieutenant,Lieutenant Commander,Captain,Rear Admiral,Vice Admiral,Incident Date,Target,Combat Experience,Date of Husband's Crash,Significant Achievements,Heroic Act,Political Title,Negotiation,Transfer of Panama Canal,Father's Origin,Key Achievements,"In this table, the event is the aviation accident that occurred on December 20, 1995. The victims involved in the accident were Paris Christos Kanellakis, Maria Teresa Otoya, Alexandra Kanellakis, and Stephanos Kanellakis. The cause of death was the crash of American Airlines Flight 965.",Incident Type,Year,Victim 1,Victim 2,Notable Projects,Notable Fact,Hall of Fame,Guitar Techniques,Notable Songs,Guitar Model,Victory Count,Shared Kills,Probable Kills,Damaged,Destructions,Unit,Inspiration,Space Mission,Victim Name,Racing Series,Number of Victims,Racing Achievements,Parachute Design,Decorations,Circumstances of Death,Squadron Leader Robert Kronfeld,- Awarded the Hindenburg Cup in 1930,- Held world records for distance and height in 1930,- Successfully flew 100 km in a glider in 1929,- Built a gigantic sailplane named Austria,Teams,Seasons Played,Games Played,Rushing Yards,Touchdowns,High School,Degree,Role in Notre Dame,Association,Films,Debut Film,Number of Isle of Man TT Victories,Aircraft Piloted,Race/Event,Eric Forman,Donna Pinciotti,Steven Hyde,Band Name,Guitarist,Significant Acts,Debut Album,Signature Style,Impact,Europe Fame,Notable Races Won,Driving Style,Significant Wins,Congressional District,Consequence,Notable Accomplishments,Firsts,Residence,Team,Duration with Team,Survivors,Relationship to Aviation,Formation Year,Albums Released,Chart-topping Hits,Sport,World Junior Championships 1994,European Indoor Championships,Personal Best,Olympic Performance,Citizenship Change,Finalization of Transfer,Expansion Efforts,Partnerships,Career Achievement,Date and Location,Other Individuals Involved,Promotions,Significant Commands,Spouses,Children,Key Achievement,Political Event,Exiled Location,Connection to Aviation Accident,trigger
"Fairfield-Suisun Air Force Base, California",,Plane Crash,,,,,,,,,,,,,,,,"December 26, 1904",,,,,,,,,,,,,,,,,United States Army Air Forces General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 combat missions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Distinguished Service Cross, Silver Star, Distinguished Flying Cross, Purple Heart",Killed in crash of a B-29 Superfortress at Fairfield-Suisun Air Force Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert F. Travis
"Near Ukiah, Mendocino County, California","January 21, 1943",Aviation Accident,,,Fatal plane crash,,,Robert Henry English and 18 others aboard a Martin M-130 flying boat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Henry English
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- Became a British subject,- Awarded the Hindenburg Cup in 1930,- Held world records for distance and height in 1930,- Successfully flew 100 km in a glider in 1929,- Built a gigantic sailplane named Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Kronfeld
Nevada,Nevada,Aviation Accident,Accident during flying jet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soviet-built Mikoyan-Gurevich MiG-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert M.  Bond
"Westlake, Ohio",1996,Aviation Accident,,,Fatal plane crash,,,,,,,,,,,,,,,,,,,,,Colonel Robert Franklyn Overmyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Overmyer
,,,,Robert Smithson,,"Passaic, New Jersey","January 2, 1938",,,"Known for sculpture and land art, Founding figure of land art movement, transitioned to minimalist art, exhibited internationally","Art Students League of New York, Brooklyn Museum Art School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Smithson
Nicaragua,"December 31, 1972",Aviation Accident,,,Fatal plane crash,,,Roberto Clemente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Clemente
,,,,Rocco Francis Marchegiano (Rocky Marciano),,,,,,,,,,,,,,,,,,,"Known for relentless fighting style, formidable punching power, and durability",,,,"Parents were Italian immigrants, had two brothers and three sisters",Professional boxer,,,,,,,,,,,,,,,,,,,,,,,,,,"Held world heavyweight title from 1952 to 1956, undefeated record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocky Marciano
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Notre Dame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indianapolis Colts, San Diego Chargers",Four,43,689,12,"St. Martin de Porres High School (Detroit, Michigan)",Finance,Tailback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodney Culver
,,,Hang-gliding accident,,,,,,,,,,1982,,,,,,,,,Rolls Gracie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazilian martial artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolls Gracie
,1996,Plane Crash in Croatia,,Ronald Harmon Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ron Brown
Gulf of Mexico,November 2017,Aviation Accident,,,Fatal plane crash,,,"Harry Leroy ""Roy"" Halladay III",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roy Halladay
"Huehuetenango, near the capital of Guatemala",20 August 2014,Helicopter Crash,,,fatal crash,,,"Rudy Israel Ortiz Ruiz, 4 other senior military officers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rudy Ortiz
"Kitty Hawk Field of Dreams Ultra-Lite Flying Field, Schertz, Texas",,,Head injuries from fall after wire strike,,,,,,Salem bin Laden,,,,"May 29, 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salem bin Laden
,,,Plane crash,Samantha Reed Smith,,,,,Samantha Reed Smith,,,,"August 25, 1985",,,,,"June 29, 1972",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samantha Smith
Near the Mozambican-South African border,1986,Plane Crash,,,,,,,Samora Moisés Machel,,,,,,,,,,,,,,,,,,,,,,,,,,President of Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samora Machel
"Farnborough, England",1913,Aviation Accident,Plane crash,,,,,,Samuel Franklin Cody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Cody
"New Delhi, India","June 23, 1980",,Plane crash,,,,,,Sanjay Gandhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanjay Gandhi
Duluth International Airport,1999,,Plane crash,,,,,,Major Scott Douglas Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott D. Anderson
Antonio B. Won Pat International Airport,"August 6, 1997",Aviation Accident,,,Fatal crash,,,"Shin Ki-ha, his wife, members of his political party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shin Ki-ha
Eastern Ukraine (shot down),"July 17, 2014",Malaysia Airlines Flight 17,,,Fatal plane crash,,,"Shubashini ""Shuba"" Jeyaratnam, her husband Paul Goes, her daughter Kaela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shuba Jay
,,,On board Air France Flight 447,Silvio Sergio Bonaccorsi Barbato,,Italy,-,,,"Opera conductor and composer, assistant director at Teatro alla Scala, director of Orchestra of Cláudio Santoro National Theater, Master in Italian Opera","University of Brasília, Conservatorio Giuseppe Verdi, Accademia Musicale Chigiana, University of Chicago",,,,,,,,,,,,,,,,"Descendant of the Bonaccorsi family, career in conducting, efforts in operatic performance, family history in medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvio Barbato
France,1919,Aviation Accident,,,Fatal flying accident,,,Captain Sir John William Alcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sir John Alcock
,,,Involved in an aviation accident while flying on STS-33,"Manley Lanier ""Sonny"" Carter Jr.",,"Macon, Georgia","August 15, 1947",,,"Chemist, physician, professional soccer player, naval officer, aviator, test pilot, NASA astronaut, played for the Atlanta Chiefs in the North American Soccer League","Bachelor of Arts degree in Chemistry from Emory University, Doctor of Medicine degree from Emory University School of Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonny Carter
