Location,Date,Perpetrators,Number of Victims,Outcome,Motive,Estimated Number of Victims,Casualties,Context,Perpetrator,Survivors,Aftermath,Number of Casualties,Date of Massacre,Parties Involved,Conflicting Reports on Casualties,Victims,Duration,Number of Fatalities,Injuries,Fatalities,Relationship with Haganah,Number of Deaths,Population of the Village,Composition of IDF's 89th Commando Battalion,Injured,Method of Attack,Date Range,Description,Arrests,Impact,Government Response,Background,Deaths,Demographics of Victims,Locations,Total Victims,Number of Injured,Details,Response,Political Context,Legal Outcome,,Legal Consequences,Weapon Used,Atrocities,Convictions,Additional Context,Accusations,Legal Proceedings,Nationalities,Discovery of Mass Graves,Identified Victims,Number of Arrests,Arrests Made,Number of Civilians Killed,Condemnation,Groups Involved,Legislative Changes,Circumstances,Targets,Demands,Historical Context,Investigation Outcome,Impact on Survivors,Weapons,Reactions,Number of Protesters Killed,Background Context,Event,Estimated Casualties,Investigation Findings,Authorities Response,Number of Injuries,Impact on Village,Attack Method,Controversies,Victims' Demographics,Weapons Used,Actions Taken,Consequences,Units Involved,Number Injured,Estimated Death Toll,International Response,Relationship with Other Groups,Population of the Affected Area,Property Damage,Military Actions,Number of Dead,Fatal Victims,Victims Demographics,Verdict,Government Actions,Organizations Demanding Justice,Claims of Responsibility,Main Perpetrator,Number of Bodies Found,Comparison to Tamaulipas Massacre,Total Number of Mass Graves,Significance,Specific Targeting,Locations of Killings,Prominent Figures,Ongoing Violence,Official Death Toll,Age Range of Victims,Rescue Operation,Mastermind,Gender,Attack Details,Bullet Details,Subsequent Casualties,Armed Forces Special Powers Act,Oting Population,Reported Death Tolls,Responsible Party,Soldiers' Inaction,Estimated Civilian Casualties,Communication Blockade,Military Actions in Axum,International Acknowledgment,Key Narratives,Response of Uzbek Government,Protester Demands,Actions of Federal Troops,Separation of Men and Women,Open Fire Order,Legal Actions,Cultural Response,Conflicting Casualty Figures,Nature of Crime,Individuals Charged,Alleged Victims,Claims/Confessions,Destruction,Hostages,Children Victims,Attacker Fatalities,Group Responsible,Teachers,Students,Gymnasium Dimensions,Hidden Weapons Reports,Repercussions in Russia,Investigations/Tribunals,Purpose of Protest,Attackers,Actions/ Cover-ups,Apology Issued,Alleged Police Involvement,Actions by South Korean Forces,22 Jan 2021,Security at Event,Key Events,Perpetrator Units,Specific Quotes or Estimates,Survivor Fate,Event Background,Additional Casualties,Legal Outcomes,Societal Impact,Global Impact,Commission Establishment,New Zealand Reputation,Condition of Bodies,Discovery Method,Additional Details,Impact and Aftermath,Government Officials Involved,Nature of the Incident,Events Leading Up to the Attack,Start Date,End Date,Main Players,Notes,Claimed Responsibility,Authorities' Reaction,Judicial Follow Up,Actions,Perpetrating Unit,Number of Civilian Deaths,Designation,Law Enforcement Agencies Involved,Response Time,Total Casualties,Involved Parties,Previous Incidents,Official Acknowledgments,Number of Children,Actions During Massacre,Cover-Up Attempts,Response of Chinese Authorities,Estimated Number of Deaths,"September 4, 1977",Demands from TRC,Court Order,Firearms Presence,Trial Outcomes,Civil Suit Filed,Amount of Damages Sought,Suspects,Investigative Team,Opposing Sides,Initial Trigger,Composition of Convoy,"November 19, 2005",[continue based on the above output],Deaths (Jewish),Injuries (Jewish),Deaths (Arab),Injuries (Arab),Immediate Trigger,Retaliatory Attacks,Relationship at Refinery,Tensions,Condemnation by Jewish Agency,Estimated Number of Casualties,Memorials at Hill 303,Women,Children,Methods,Estimated Deaths,Instigators,Political Impact,International Involvement,"March 18, 1968",Suppressed coverage by Marcos administration,Casualties Range,Actions Taken by Government,Subsequent Actions,Retaliatory Action Taken,Arrests/ Legal Proceedings,Alleged Actions,Involvement of Local Collaborators,Parties involved,Controversy,Death Toll,Subsequent Attacks,Response from Nicolás Maduro Administration,UN Recommendations,1953,"This table summarizes essential details of the Lari massacre in 1953 during the Mau Mau Uprising in Kenya, including the date, location, number of victims, perpetrators, retaliatory actions taken, and the overall outcome of the event.",Reaction,Initial Denial of Loss of Lives,Admission by Nigerian Army,Involvement with Live and Blank Bullets,Actions of the Perpetrator,-------------,7 March 1987,Nationalities of Victims,Motive and Actions,Methods of Killing,Guzmán's Admission,Hostage Situation,Charges,Details of Massacre,Context/Motive,Total Number of Victims,Events Leading to the Massacre,Notable Survivors,Cause of Death,Duration of Battle of Huế,Total Death Toll,Nature of Killings,Subsequent Investigations,Villages Affected,Response from China,Drug Lord Involved,Role of British Army/Ulster Defence Regiment,Alleged Involvement of British Military Intelligence,Armed Groups Involved,Missing Individuals,International Condemnation,Justification by U.S. Officials,Controversy and Reports,Reason/Motive,Legal/Reconciliation Actions Taken,Number of Soldiers Charged,Convicted Individual,Details of Victims,Victims (Children),Subsequent Action,Related Incidents,Names of Victims,Acknowledgment,Nationalities/ Characteristics,Responsible Unit,U.S. Army Acknowledgment,Method of Killing,Additional Information,Motivations,Affiliations,Law Enforcement Response,Categorization,Responsible Parties,Method,Notable Details,Involvement of U.S. Marines,Motives,Specific Threats,Notable Individuals Hospitalized,Political Implications in Sicily,Breakdown of Victims,Possible Motives,Locations in Cairo,Total Deaths,Civilian Deaths,Police Deaths,Reactions/Aftermath,Trial Details,Outcome of Trial,Crimes Committed,Conflicting Reports on Death Toll,Surrounding Circumstances,Role of IDF,Key Events Leading to the Massacre,Subsequent Commemorations,Discovery of Files,International Presence,Number of Dutch Journalists Killed,Number of Guerrillas Killed,Military Unit Involved,Actions Leading Up to Incident,Investigations,Victim Demographics,Behavior of the Crowd,Police Response,Organizations Involved,Inquiry Findings,Repercussions,Target,Offensive Against ISIL,Strategic Motivations,Targeted Group,Notable Individuals Killed,Impact on Society,Revised Death Toll,Duration of Attack,Tactics,Suspected Motive,Previous Attacks,Government Suspicions,Estimated Participants,Reason for Protest,Paramilitary Units Involved,UN Declaration as Safe Area,Buried Victims,Retaliation Claims,Legal Classification,Follow-Up Actions,Impact on Community,Events Leading Up to Massacre,Denial of Responsibility,Nature,Inspired Movement,Grievances,Protest Goals,Nationality,Signs of Deaths,Accusations Against,Ethnic Groups Involved,Official Declarations,22 July 2011,"This table outlines the essential details of the 2011 Norway attacks, including the date, locations, casualties, perpetrator, motive, and the subsequent outcome of the attacks.",Witnesses,Number Killed,Main Locations,Discovery of Mass Grave,Investigation Efforts,Leader,Trigger,Description of Kenyan Army's Actions,Government's Acknowledgment,"Role of Truth, Justice, and Reconciliation Commission of Kenya",Controversy Over Number of Detainees and Victims,Number of Protestors Killed,Differing Accounts of Incident,Perpetrator's Motive,Victims' Gender,trigger
,15 March 2019,,,,,,,,"Brenton Harrison Tarrant, Australian",,,,,,,,,,40,51,,,,,,,,,,,,,,,"Al Noor Mosque, Linwood Islamic Centre",,,,,,,,Life imprisonment without parole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increase in white supremacy and alt-right extremism,Yes,Low levels of gun violence and high safety ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christchurch mosque shootings
"Piedras Negras, Coahuila, Mexico","June 3, 2011",,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burned to death,Anonymous call leading to discovery by Mexican military,Bodies found in covered mass graves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coahuila mass graves
Coastal Highway of Israel,11 March 1978,Fatah militants led by Abu Jihad,,Israeli Operation Litani launched against PLO bases in Lebanon,"Disrupt Israeli-Egyptian peace talks, damage tourism sector",,"38 killed, 76 wounded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coastal Road massacre
"Columbine, Colorado","April 20, 1999",Eric Harris and Dylan Klebold,,,"Unclear, planned for a year to exceed the previous death toll record",,,,,,,,,,,,,,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inspired copycat killings worldwide, introduction of Immediate Action Rapid Deployment tactic, stricter school security policies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbine High School Massacre
"Mexico City, Mexico","June 10, 1971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearly 120,"President Luis Echeverría Álvarez's intentions to reform democracy, return of exiled 1968 student movement leaders, coming education reforms, subsequent student protests, and University Council's actions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Governor of Nuevo León, Eduardo A. Elizondo Lozano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corpus Christi massacre
"Damour, Lebanon","January 20, 1976",PLO and as-Sa'iqa units,Hundreds of civilians,,Retaliation for Karantina massacre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massacre and ethnic cleansing,Sieges on Damour and Jiyeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damour massacre
"Deir Yassin, near Jerusalem","April 9, 1948",Fighters from Irgun and Lehi,107+,Condemnation by Jewish community leaders and international figures,"Relieve the blockade of Jerusalem, during the civil war in Palestine",,107+,,,Unknown,,,,,,,,,,,,,,,,House-to-house fighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deir Yassin massacre
,,,,,,,,,,,,,,"Somali National Movement, Somali Army",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somaliland War of Independence,"50,000-100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 April 1981,18 May 1991,General Siad Barre,"Isaaq Genocide, Declaration of Independence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dilla Massacre
"Tel Aviv, Israel","June 1, 2001",,"21 Israelis, 16 teenagers",,"Target primarily teenagers, families who recently immigrated from former Soviet Union; Young Palestinian dressed as Orthodox Jew taunts victims before detonation",,,,Saeed Hotari,,"Israeli officials labeled it a ""massacre""; Increased security measures and heightened tensions in the region",,,,,,,,,,,,,,,Suicide bombing outside Dolphinarium discotheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Initial claims by Islamic Jihad and Hezbollah-Palestine, later revealed as Hamas-affiliated militant","President of Palestinian Authority condemned the attack, called for cease-fire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolphinarium discotheque massacre
"Dos Erres, Petén, Guatemala",6 December 1982,Government forces under General Efraín Ríos Montt,Over 200,,,,,Government scorched earth policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Soldiers sentenced to 6,060 years in prison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dos Erres massacre
"Dujail, Iraq","July 8, 1982",Ba'athist Iraqi government,Hundreds,"Executions, exiles, demolitions, legal repercussions including executions of Saddam Hussein and others involved in the massacre",Retaliation for an assassination attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dujail Massacre
"Dunblane Primary School, Scotland",13 March 1996,,,"Deadliest mass shooting in British history, led to changes in gun control laws",,,,,Thomas Hamilton,15,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunblane massacre
"Eastern University, Batticaloa, Sri Lanka","September 5, 1990",Sri Lankan Army,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern University massacre
Eilabun,,,,,,14,,,,,,,30 October 1948,,No,,,,,,Considered 'very friendly',,"Around 2,000",Israeli Forces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eilabun massacre
"Ituango, Colombia","October 22, 1997",Paramilitary groups accusing of leftist support,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colombian state ordered to pay damages, declared a crime against humanity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massacre, rape, arson, displacement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Aro Massacre
"El Calabozo, El Salvador",21–22 August 1982,,,,,More than 200,,,,,"Initial attempt to cover up the massacre, survivors filing complaints, lack of acknowledgement or prosecution by the Salvadoran government",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlacatl Battalion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Calabozo massacre
"El Mozote, El Salvador","Dec 11-12, 1981",Salvadoran Army's Atlacatl Battalion,,,,,,,,,Salvadoran government issued apology in 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Over 811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Mozote massacre
"Walmart Supercenter, El Paso","August 3, 2019",,,,,,"23 killed, 23 injured",,Patrick Wood Crusius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Semi-automatic rifle (WASR-10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domestic terrorism, hate crime","El Paso Police Department, Texas Rangers, FBI, ATF",6 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Paso massacre
"Puente 12, Buenos Aires, Argentina","June 20, 1973",Right-wing Peronist snipers,,No official investigation,,,"At least 13 dead, 365 injured",,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ezeiza massacre
Taiwan,"February 28, 1947","Kuomintang authorities, National Revolutionary Army",,"Suppression of uprising, beginning of Taiwan independence movement",,"18,000 - 28,000",,,,Unknown,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 28 Incident
"Qana, Lebanon","April 18, 1996",,,,,,,"Occurred during Operation Grapes of Wrath amid conflict with Hezbollah, deliberate shelling by IDF confirmed",,,,,,,,,,,116,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Nations: Deliberate shelling by Israeli forces.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106 killed, 116 injured","Israel Defense Forces, United Nations Interim Force in Lebanon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Qana massacre
"Ganghwa county, Incheon, S. Korea",6-9 January 1951,"S. Korean forces, S. Korean Police forces, pro-S. Korean militiamen","212-1,300",,"Retaliation against collaborators with the Korean People's Army, previous Bodo League massacre in 1950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Execution of 140 people in Ganghwa in 1950,"National Archives, Truth and Reconciliation Commission",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganghwa massacre
