Event,Start Date,Date,Casualties,Deaths,Affected Regions,Affected Areas,Trigger,Contributing Factors,Rainfall,Missing,People Evacuated,Affected People,End Date,Significant Impacts,Location,Economic Losses,Impacts,People Affected,Affected Countries,Homes Destroyed,Affected Districts,Displaced Population,Affected States,Infrastructure Impact,Fatalities,Affected Population,Impact,Region,Total Deaths,Economic Damages,Injuries,Death Toll,Causes,Economic Impact,Affected Provinces,Response,Total Rainfall,Government Response,Total Casualties,Cause,Evacuees,Provinces Affected,Infrastructure Damage,Injured,Homeless,Economic Damage,Specific Incidents,Displaced People,Affected Individuals,Primary Cause,Affected Regions/States,Other Impacts,Duration,Landslides,Damages,Houses Destroyed,Triggering Factors,Villages Affected,Property Damage,Countries Affected,People Displaced,Relief Efforts,Specific Impacts,Notable Impacts,Affected Regions/Countries,Families Evacuated,Buildings Destroyed,Buildings Damaged,Major Impacts,Crops Inundated,Most Affected Regions,Affected Region,Additional Impacts,Displaced Persons,Financial Impact,Provinces/Autonomous Regions Affected,Affected Homes,Homes Damaged,Rivers Overflowing,Significant Incidents,Response Efforts,Rainfall Amount,Rescue Operations,Record Rainfall,Evacuated People,Districts Affected,Deaths/Missing,Evacuated,Displaced Individuals,Duration of Flood,Arable Land Affected,Government Relief,Economic Damages (Euro),Direct Deaths,Indirect Deaths,Disappearance,Affected Locality,Houses Destroyed (Coquimbo),Houses Destroyed (Valparaíso),Houses Damaged/Destroyed,Year,Animals Affected,Rivers Involved,Estimated Damages,Responsible Parties,Major Breaches in Orleans Parish,Aid Requested,Extent of Damage,2007 Africa Floods,Ghana,Afar Region,Most Impacted States,Humanitarian Aid Provided,Federal Disaster Areas,Call for Aid,Impact on Agriculture,Recovery Efforts,Additional Info,14 June,15 June,25 June,28 July,May-July,June,July,Rescues,Long-term Impacts,Affected Area,Note,Total Fatalities,Homeless Individuals,Overall Impact,Infrastructure/Building Impact,Most Affected Areas,Rivers Impacted,Peak Water Levels,Most Affected Country,Economic Cost,Missing Persons,Farmland Destroyed,Damages (Yuan),Location Affected,Total Affected Population,Economic Impacts,UN Relief Fund Requests,Heavily Affected Areas,Significant Damages,Affected Counties,River Crests,------------------------,2010 West Papua floods,Probable Causes of Flood,2010-2011 Queensland Floods,,Unique Factors,Casualties (Dead/Missing),Evacuation Orders,Provinces/Areas Affected,Area Submerged,Economic Damages & Losses,Rank Among Costliest Disasters,International Assistance Requested,Hardest Hit Areas,Declaration of National Mourning,Government Benefits Announced,People Presumed Dead,Homeless People,Damages (Euro),2013 Indochina Floods,Thailand Flooding,Landslide Impacts,Infrastructure Impacts,Key Impacts,Deaths in India,Deaths in Pakistan,Peak Rainfall,Serbia,Bosnia and Herzegovina,Croatia,Romania,Slovakia,Key Factors,Damaged Locations,People in Shelters,Isolated Individuals,Missing People,Houses Damaged,Impact on Agriculture/Livestock,Zoo Impact,Areas Affected,State,State of Emergency Declared,Record Rainfall Levels,Impact on Homeowners,Federal Disaster Aid Provided,Niger,Niger River Basin,Inner Niger Delta,People Homeless,Most Affected Province,April 3,August,Specific Warnings/Impacts,Mudslides,Official Declaration,Population Impacted,Hardest Hit Province,Major Rivers/Lakes Affected,People Affected (Hunan),Key Disruption,Most Impacted Districts,Excess Rainfall,Cattle Deaths,Impact on Transportation,Comparisons,Forecast Accuracy,Climate Change Link,Highest Rainfall,Weather Conditions,Specific Industry Impacts,Economic Impact (Rwanda),Cities/Regions Affected,Total Missing,Population Advised to Evacuate,Main Regions Affected,Alert Status,Calamity Level,Operational Status of Dams,Districts Facing Landslides,Government Committees Involved,Impact on Local Population,Most Affected Provinces,Provinces/Regions Affected,Houses Fully Damaged,Houses Partially Damaged,Red Alerts Issued,Evacuation Measures,Predicted Rainfall,City Areas Affected,Severely Affected States,Specific Districts Impacted,Notable Incidents,Period,People in Need of Humanitarian Aid,Impact on Buildings,Environmental Impact,Compensation,Number of Deaths,Alerts Issued,Triggers,Effects,Families Rescued,Main Causes of Casualties,Assistance Provided,Bangladesh,Nepal,China,India (Assam),India (Arunachal),Severely Affected Area,Impacted Population,Type of Event,Most Impactful Flood Date,Additional Information,Affected Prefectures,Buildings Affected,Unique Aspect,Number of Incidents,Significant Actions/Consequences,Nile River Water Levels,UNESCO Sites Damaged,Poultry Deaths,Crop Damage (hectares),Other Animal Deaths,Most Impacted Area,Notable Developments,Significance,Bridges Affected,Comparison,Climate Change Connection,Homes Damaged/Destroyed,Economic Losses (in R),Declarations/Warnings,Prior Risk Assessments,Warnings Issued,Homes Flooded,Peak River Flows,Cyclones,Maximum Sustained Winds,Affected Cities,Precipitation Impact,Wind Gusts,Most Affected District,Airport Disruptions,Livestock Deaths,Agricultural Losses,Population Impact,Electricity Disruptions,Relief & Rescue Teams Deployed,Evacuated Homes,Duration of Flooding,Infrastructure Damages,Emergency Declarations,Key Operations,Dam Collapses,Affected Locations,Significant Declarations,Country,Province,Town,trigger
,,December 2010 - Jan,,25,"Visayas, Bicol, Caraga regions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"452,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tail end of a ""cold front,"" La Niña, heavy rains, specific impacted provinces",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010–11 Philippine floods
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A$440 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010–11 Queensland floods
2010-2011 Southern Africa Floods,December 2010,,,,"South Africa, Mozambique, Mozambique",,,,,,,,,,,,,,,,,"20,000",,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linked to La Niￃﾱa, disaster zones, South African Air Force aerial evacuations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010–11 Southern Africa floods
2011 China Floods,,June-Sept,,,,,,,,,"555,000 people",,,,,US$6.5 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-13 provinces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"178 dead, 68 missing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 China floods
2011 Europe Floods,Oct-Nov,,12,,,,,"Storms, Cyclone Meeno",,,,,,"Floods in multiple regions, River Po rise, state of emergency declared, mudslides, major emergencies, homes and businesses destroyed, casualties, evacuations, road closures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spain, France, Italy, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 European floods
2011 Kohistan floods,,August,,63,,,Heavy overnight rains,,,,,,,,"Kohistan District, Khyber Pakhtunkhwa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 Kohistan floods
Mississippi River Floods,,April-May 2011,348 killed,,"Illinois, Missouri, Kentucky, Tennessee, Arkansas, Mississippi, Louisiana",,Record rainfall and snowmelt caused river and tributaries to swell,,Record levels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thousands of homes were evacuated, including over 1,300 in Memphis, more than 24,500 in Louisiana and Mississippi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 Mississippi River floods
2011 Seoul Floods,,Late July,"69 dead, 8 missing",,"Seoul, Siheung",,,"Heavy rainfall, landslides, potential government negligence",587 mm,,"11,000 evacuated",,,,,,,,,,,,,"Rail infrastructure impacted, bridges closed",,,,,,Hundreds of millions USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 Seoul floods
2011 Sindh floods,11 Aug 2011,,434,,,,,,,,,5.3 million,,,,,,,,,16 districts,,,,,,,,,,,,Heavy rainfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,524,773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 Sindh floods
2011 Southeast Asia Flooding,,August - December 2011,"2,828",,,,,,,,,,,,,,,3.5 million,"Thailand, Cambodia, Myanmar, Vietnam, Laos",,,,,,,,,,,,,,,"Billions in losses, supply chain disruptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 Southeast Asian floods
2011 Thai Floods,March 2011,,,53,,,,,,,,,,,,,,9 million,,,,,,,,,,,,,,,,,,,,,,,"5,000",,,,,,,,,,,,,,,,Record cold wave and heavy rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 out of 76 provinces,"160,000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 Southern Thailand floods
2011 Thailand Severe Flooding,July 2011,,,815,,,,,,,,13.6 million,January 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 provinces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,425 trillion baht",Fourth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 Thailand floods
2012 Himalayan flash floods,,"August 3, 2012","31 dead, 40 missing",,,,,,,,,,,,,,"Landslides, flash floods, houses washed away, stranded pilgrims, collapsed bridges, missing persons at power projects, washed away roads and highways, evacuation efforts, people affected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uttarakhand, Himachal Pradesh, Chamoli district, Uttarkashi region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 Himalayan flash floods
2012 Krasnodar Krai floods,,Early July,171,,,,,,,,,,,,,,,"30,000",,,,,,,,,,Southwest Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intense storm, five months' worth of rain fell, majority of victims in Krymsk, floods also hit Gelendzhik and Novorossiysk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 Krasnodar Krai floods
2012 Luzon southwest monsoon floods,,,95 dead,,,"Metro Manila, Calabarzon region, Central Luzon",,,,,,,,,,₱604.63 million,,,,"8,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 1-8, 2012",,,,"Southwest monsoon, Typhoon Saola, Typhoon Haikui",,,,,,,,,,,,,,,,,,,,,"6,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 Luzon southwest monsoon floods
2012 Nigeria Floods,Early July,,,363,,,,,,,,,,,,,,,,,,2.1 million,30,,,,"Worst floods in 40 years, affecting 7 million people, particularly lethal in rural areas and slums with poor drainage infrastructure.",,,N2.6 trillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 Nigeria floods
2012 North Korean Floods,Mid-July,,,94,,,,,,,,,,"300 public buildings and 60 factories damaged, extensive flooding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 North Korean floods
2012 Pakistan floods,September 3,,100+ dead,,"Khyber Pakhtunkhwa, Upper Sindh, Southern Punjab, Balochistan",,,,Record-breaking,,,,,,,,,,,,,,,,,,"Widespread destruction, 5 districts cut off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 Pakistan floods
,1-3 April 2013,,101 deaths,,,,,,,,,,NA,,,,,,,,,,,,,,,Buenos Aires Province,,,,,,,,,160-190 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greater La Plata, Greater Buenos Aires",3 April 2013,5 April 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 Argentina floods
2013 Bihar Flood,July,,,201,,,,,,,,,,,,,,,,,20,,,,,5.9 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Health camps, food distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 Bihar flood
,,Mid-August 2013,"84 dead, 105 missing",,"China (Heilongjiang, Jilin, Liaoning provinces), Russia (Amur Oblast, Jewish Autonomous Oblast, Khabarovsk Krai)",,,,,,"840,000 evacuated",,,,,,"60,000 homes destroyed, 787,000 hectares of farmland ruined, 16.14 billion yuan estimated total damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 China–Russia floods
2013 Central Europe Flood,Late May,,NA,,"South and east German states, western regions of the Czech Republic, Austria",,,"Record levels of moisture in German soils, high rainfall in Austria, low-pressure systems bringing heavy rains",,,,,,,,,,,,,,,,,,,"Severe flooding, damages primarily in Germany, Czech Republic, and Austria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 European floods
2013 Jakarta Flood,"January 15, 2013",,47 deaths,,,"Jakarta, West Java, Banten",,"Heavy rainfall, clogged waterways, low-lying topography, land clearing",,,,,,,,,"Collapse of canal dike causing flooding, temporary dike reconstruction, poor sewage system, main airport operational but access roads blocked",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 Jakarta flood
Uttarakhand Floods 2013,June 2013,,"6,054",,"Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Nepal, Tibet",,,,,,,,,,,,,,,,,,,"Destruction of bridges and roads, 300,000 pilgrims and tourists trapped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 North India floods
Pakistan and Afghanistan Floods,"July 31, 2013",,,83,"Pakistan, eastern Afghanistan",,,,,,,"66,000",,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flash flooding, 180 dead, widespread damage, houses washed away, power outages, drainage issues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 Pakistan–Afghanistan floods
2013 Sardinia floods,,17-19 Nov 2013,,18,,"Olbia, Gallura, northeastern Sardinia","Extratropical cyclone, Cyclone Cleopatra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thousands,Over 1 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 Sardinia floods
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83 deaths in Cambodia, 40 deaths in Vietnam, infrastructure damage","Shut down of factories, 39 provinces affected, 300,000 homeless, 200,000 roofs removed by Typhoon Wutip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 Southeast Asian floods
July 2013 China Floods - Sichuan,6-9 July 2013,,,73,Southwest China including Sichuan,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridges and houses destroyed, memorial site submerged",,,,,,6 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Multiple landslides, 18 homes buried, 23 feet of water in Qushan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 Southwest China floods
2013 Sudan Floods,Early August,,,50,,,,,,,,,,,,,,,,"25,000",,,14 out of 18 states (listed in the text),,,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 Sudan floods
