Location,Bridge Name,Casualties,Purpose,Collapse Date,Cause of Collapse,Designer,Construction Type,Construction Start Date,Length,Significant Event,Completion Date,Reason for Failure,Fatalities,Opening Date,Historical Significance,Date of Incident,Main Span Length,Date of Collapse,Construction Dates,Date,Replacement Bridge,Design,Designers,Construction Details,Purpose of the bridge,Different designs of bridges,Earliest types of bridges,Examples of ancient bridges,Specific timber bridge details,Chief Engineer,Preservation Status,Injuries,Type,Cause of Failure,Construction Company,Ownership,Construction Year,Reason for Collapse,Importance,Construction Material,Cost,Type of Bridge,Construction Cost,Construction Completion Date,Significance,Total Length,Historical Background,Historical origin of the word 'bridge',Inauguration Date,Immediate Response,Collision Details,Notable Event,Foundation Stone Laid Date,Population,Tragic Incident,Design and Construction,Reason for Replacement,Subsequent Actions,Management Authority,Construction Companies,Triggering Event,Original Bridge Collapse Date,Design Features,Previous Bridge Name,Original Bridge,Current Status,Event,Notable Feature,Reason for Closure,Significant Events,Designation,Structure Type,Span Length,Replacement Completion Date,Date of Construction,Responsible Party,Construction Timeline,Bridge Type,Outcome,Construction Period,Span Dimensions,Tower Composition,Event leading to collapse,Significant Detail,Scheduled Completion Date,Project Purpose,Causes of Failure,Public Response,Repair Costs,Peregrine Falcon Breeding Program,Engineering Firm,Bridge Features,Total Span Length,Original Purpose,Bridge Conversion,Rail Service End Year,Pedestrian Ramp Date,Restoration Funding,Project Completion,Rebuilt Year,Widening,Bus Diversions,Demolition Year,Replacement Design Approval,Reopening to Cars,Historic Significance,"June 18, 2000","September 30, 2006",Origin of the word 'bridge',Collapse Event,Replacement,Town Name,Landmarks,History,Notable Residents,Companies Involved,Project Manager Consultant,Collapse Details,Age of Bridge,Reported Crack,Maintenance Responsibility,Root Cause of Collapse,Number of Traffic Lanes,Sidewalk,Previous Bridge Failure,Appearance,Previous Bridge Type,Replacement Construction,Previous Replacement,Waterway Closure Duration,Bridge Closure Duration,Operational Year,Inquiry Findings,Impact of Collapse,Viaduct Name,Subsequent Action,Memorial Park Location,Initial Design Year,Phase 1 Completion Date,Phase 2 Construction Start Date,"September 26, 2007",,Initial Name,Renamed,Replacement Designers,Influence on Other Bridges,Consulting Engineer,Consulting Engineer's Future Work,Architectural Style,Architectural Significance,Structural Features,Material Composition,Modifications,Reconstruction Completion Date,Condition,Deaths,Vehicles Affected,Responsible Entity,Tower Height,Clearance to Water,Fatal Bridge Incident Date,Fatality Count,Proposed Second Bridge Construction Date,Estimated Cost of New Bridge,Funding Source,Alternative Name Proposal,Supporting Structure,Coordinates,Construction Changes,Failure Date,Failure Cause,Replacement Date,Original Bridge Details,Final Cost,Connection,Renamed in,Original Construction Plan,Opposition to Construction,Government Threat,Agreement Signing Date,Construction Contractor,Consulting Engineers,Bridge Span Length,"December 13, 2000","December 28, 2000",Other,Official Naming,Location of Incident,Description of Collapse,Consequences,Impact on Engineering Company,Lessons Learned,Original Twin Span Opening,Hurricane Katrina Damage,Replacement Span Opening,Westbound Lanes Completion,Bridge Official Naming,Original Twin Span Demolition,Original Span Details,Replacement Span Details,Damage after Hurricane Katrina,Event Date,Rescue Efforts,Bridge Location,Bridge Design,Post-Collapse Efforts,Engineers,Tolls,Fatal Collapse Date,Design Firm,Additional Bridges,Lane Width,Toll Cost,Extent of Damage,Cause of Fire,Restoration Efforts,Height,Original Structure,Record,Rebuilding,Commercial Service,Restoration,Collapse Reason,Ranking,Historical Designation,Original Bridge Type,Original Bridge Length,Main Span,Collapse Consequences,Details,Southern Terminus,Northern Terminus,Record Status,Total Concrete Pilings,Originator,Initiator,Organization,Commissioner,Railway Track Speed,Official Name,Road Bridge,Damages & Repairs,Borough Establishment,Incorporation Date,Incorporation Process,Referendum Date,Native American Inhabitants,Borough Naming Origins,Original Parker Homestead Date,Post Office Name Change,Early Economies and Residents,Military Involvement,Destruction Details,Post-War Status,Relevance to Bay Bridge,Local Traffic,Long-Distance Traffic,Major Highways Connected,Causes,Legal Implications,Compensation,Event Background,Railway System,Initial Construction,Upgrade,Reason for Upgrade,New Bridges Construction,Entities Involved in Construction,Causes of Collapse,Investigation,Legal Actions,Replacement Span Name,Contributing Factors,Debut Match,Contract Renewal,Loan Spell,Debut in French Football,Injury,Loan Cancellation,Release from Aston Villa,Heritage,Partial Use of Lanes,Connection of Districts,Lanes and Sidewalk,Traffic Flow Direction,Former Bridge Details,Former Bridge Dimensions,Demolition Date,Decision Outcome,Design Type,Architects,Inspection History,Maintenance,Distance from Juba,Distance from Gulu,Administrative Changes,Recent Developments,Population Estimates,Recent Infrastructural Projects,Imports from Uganda,Previous Bridges,Construction Project,Demolition Process,Westbound Span Opening,Eastbound Span Completion,Initial Issue,Impact,Repair Status,Destruction Event,Reconstruction Plan,Supporting Agency,Purpose of footbridges,Various bridge designs,Ancient bridge examples,Historical origin of footbridges,Importance of footbridges in rural areas,Recognition,Historical Context,Proposal Originator,Reconstruction Date,Original Arch Dimensions,Auxiliary Arches Dimensions,Construction Supervisor,Initial Construction Completion Date,Financial Supporter,Previous Collapses,Significance During Conflict,Historical Border Marker,Impact of World War II,Date of Accident,Number of Fatalities,Responsible Operator,Guilty Parties,Contributory Negligence,Financial Outcome,Expansion Date,Construction Improvement,Key Event,Construction Failures,Dimensions,Connecting Feature,Replacement for Original Bridge,Length of Bridge,Causeway Type,Second-Longest Bridge in Texas,Named After,Height at Apex,Weight,Replacement Occurrence,Replaced Bridge,Victim Count,Usage,Date of Opening,Primary Decks,Names of Sections,Supporting Engineer,Press Coverage,Largest Concrete Arch Status,Bridge Renovation,Highway Carried,Renaming History,Partial Failure Incident Date,Details of the Incident,Impact of Failure,Replacement Reason,Current Bridge Height,Annual Event,Notable Incident 1,Notable Incident 2,Film Connection,Construction Date,Abutment Spacing,Pier-to-Pier Spacing,Reconstruction Status,Investigation Outcome,Predecessors,Similar Design Bridges,Action Taken,Reopening Status,Builder,Year Opened,Previous Bridge,Characteristics,Toll System,Major Disasters,Popular Activities,Restrictions,Water Depth,Wedding Availability,Ceremony Restrictions,Original Bridge Opening,Original Bridge Collapse,Design Flaw,Replacement Bridge Opening,Replacement Bridge Details,Built,Grade,Initial Collapse Date,Repair Duration,Cost of Repair,Date of incident,Vessel involved,Damage caused,Human casualties,Aftermath,- Ship sunk under the bridge,- Cars drove over collapsed sections,- Press images of vehicles balancing on the ledge,- Wreck remains on the riverbed without navigation hazard,- Major impact on the bridge's structure and traffic,Budget Allocation,Debt and Losses of Company,Events Leading to Collapse,Collapse Incident Date,Response Efforts,Legal Charges Filed,Impact on Navigation,Height Above Water,Traffic Volume,Number of Lanes,Traffic Occupancy,Highway Name,Maintenance Issues,Closure Reason,Replacement Project,Official Dismantling Completion,Adaptive Reuse Post-Closure,Widening Date,Investigation Results,Architect,Architectural Features,Original Span,Final Span,Suspension Chain Details,Memorial,Actions Taken,Impact on Railway Traffic,Beams Removal Process,trigger
"Across the Limfjord in North Jutland, Denmark",Limfjord Railway Bridge,,,,,,,1938 (inaugurated),403 meters,,,,,,Connected Vendsyssel railway line with Aalborg station in 1879,,,,,,,Steel truss bascule bridge with nine spans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earlier version from 1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maximum authorized speed of 60 kilometers per hour,Jernbanebroen over Limfjorden (since 2003),"Limfjordsbroen (located east, different bridge)","Hit by a ship on March 28, 2012, repaired and reopened April 29, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limfjord Railway Bridge
"Monmouth County, New Jersey, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,950 (2010 Census), decreased from 6,170 (2000 Census)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1663 with a King's land grant, settled in 1667","March 19, 1923","Act of New Jersey Legislature, from Shrewsbury Township","April 28, 1923",Navesink Native Americans,Linked to Parker brothers' estate in Rhode Island,"Dating to 1725, one of NJ's oldest, undergoing renovation","""Parkersville"" to ""Little Silver"" in July 1879","Primarily farmers, fishermen, merchandisers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Silver
"Crosses the river Rhine, connecting Remagen and Erpel in Germany",Ludendorff Bridge,,,,,,,,,,,,,,"Critical remaining bridge captured during World War II, facilitating establishment of U.S. Army bridgehead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured by United States Army forces during the Battle of Remagen in early March 1945,"Collapsed on March 17, 1945, 10 days after capture, with 28 Army engineers killed; attempts made by Germans to destroy it","Bridge not rebuilt; towers on west bank converted into a museum, while east bank towers now a performing-arts space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ludendorff Bridge
"Oakland, California",MacArthur Maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Splits Bay Bridge traffic into Eastshore, MacArthur, and Nimitz freeways",Connects East Bay commuters to San Francisco via the Bay Bridge and East Bay,"Provides connections to Interstate 80, Interstate 5, I-505 and I-580 from different directions","I-80, I-580, I-880, US 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacArthur Maze
"Yarkon River, Tel Aviv, Israel",,,,,,,,,,,,,4 deaths,,,,,,,"July 14, 1997",,,,,,,,,,,,60+ injured,,,,,,,,,,,,,,,,,,,,,,,,,,"Environmental clean-up efforts, unveiling of a memorial to victims, return of Australian team in 2005",,,,,,,,,Maccabiah bridge collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Negligent construction practices, lack of permits, failure to meet government requirements","5 individuals convicted, 4 served prison time, 1 served community service",Close to $20 million awarded in damages to deceased and injured individuals,"Part of Maccabiah Games, biennial international Jewish multi-sport event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maccabiah bridge collapse
"Between Mysore and Maddur, Karnataka, India",Maddur railway bridge,,,"On or before September 26, 1897 due to flooding",,,,,,,,,Approximately 150 people drowned in the collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mysore State Railway,Single steel track bridge over River Shimsha,"Duplicating the single track railway, constructing two new concrete bridges","Increased robustness, debris clearance, higher loads and speeds","Two single track bridges, spaced about a meter apart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddur railway bridge collapse
"Tláhuac, Mexico City",,"26 deaths, 98 injuries",,,,,,,,,,,,,,,,,,3 May 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Empresas ICA, Alstom Mexicana, Grupo Carso","Deficiencies in construction, fatigue in the beam",Det Norske Veritas,Charges filed against 10 former officials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico City Metro overpass collapse
"Interstate 95 over Mianus River, between Cos Cob and Riverside, Connecticut",Mianus River Bridge,"Three motorists killed, three seriously injured",,,"Failure of two pin and hanger assemblies due to rust within the bearing, inadequate drainage leading to corrosion buildup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Original bridge collapse on June 28, 1983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael L. Morano Bridge,"Deliberate blocking of highway drains during road mending, failure to unblock drains post-construction, shift of load in bridge design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mianus River Bridge
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa senior debut in an FA Cup third round tie against Liverpool on 8 January 2021,Amongst several Villa Academy players given new professional contracts on 6 July 2021,Aston Villa announced Bridge's loan to Championnat National club Annecy for the 2021–22 season on 31 August 2021,Made debut in French football on 4 October 2021 as a late substitute in a league victory over Villefranche Beaujolais,"Struggled for appearances due to a knee injury suffered the season before, starting only one game and making two substitute appearances in the league",Loan officially cancelled on 27 January 2022 after returning to England for treatment and rehab,Released by Aston Villa on 10 June 2022 after his loan spell with Annecy,"Born in England, of Nigerian descent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mungo Bridge
"Turku, Finland",Myllysilta,,,,,,,,,,"November 29, 2011",,,"September 19, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Structural failures of both piers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two out of four initially,IV district to VII district,"Four westbound lanes, northern sidewalk",One-way from east to west,"Prestressed concrete box girder bridge, built in 1975","92.7m long, 20m wide, three lanes, two sidewalks",2010,Demolition and construction of a new bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myllysilta
"Nanfang'ao Fishing Port, Su'ao Township, Yilan County, Taiwan",Nanfang'ao Bridge,"6 fatalities, 12 injuries",Replacement for lower bridge to allow passage for large fishing vessels,"October 1, 2019",,,,,,,,,,,,,,,1996-1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keelung Port Bureau,,,,,,,,,,,"Collapse during an oil tanker truck's crossing attempt, followed by a rescue operation involving armed forces, Coast Guard, and more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel single-arch bridge,MAA Consultants,Inspected once in 2016 by Chien Hsin University of Science and Technology,Expansion joints repaired between 2017-2018 by TIPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanfang'ao Bridge
"Southern South Sudan in Magwi County, Eastern Equatoria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British punitive expedition in 1901 against the Lango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approximately 197 km,Approximately 120 km,"Upgraded to City Council status in August 2013, protests for wider consultations","Mountain Trade and Development Bank branch opened in April 2014, power supply agreements with Uganda","Around 45,000 in 2006, not publicly known as of December 2014","Opening of a one-stop border post on the Nimule side of the border in February 2020, with financing from Trademark East Africa",South Sudan imported goods worth US$364 million from Uganda in the calendar year ending December 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nimule
"Canada, near Nipigon, Ontario",Nipigon River Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cable-stayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1937 steel deck truss, 1974 steel plate girder","Widening Trans-Canada Highway to four lanes, replacing 1974 bridge",Award-winning dismantling by Priestly Demolition,"November 29, 2015","2018, bridge fully opened at the end of November 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nipigon River Bridge
"Nzi River near Dimbokro, Ivory Coast",Nzi River Bridge,,,,,,,,250 meters,,,,,,,,,,,,,,,,,,,,,,,,Steel railway bridge,,,,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collapse of an approach span,Cut rail link between Ivory Coast and Burkina Faso,"Partial services resumed on September 10, estimated repairs of two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nzi River Bridge
"Palu, Central Sulawesi, Indonesia",Palu IV Bridge,,,,,,,,,,,,,,,,,,,,,"Arch bridge with two yellow arches, standing on a small river island",,,,,,,,,,,Suspension bridge,,,,,,,,,,,,,,,,May 2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hit and destroyed by the 2018 Sulawesi earthquake and tsunami on September 28, 2018","Government announced plans to rebuild the bridge, emphasizing earthquake safety factors",Japanese development agency JICA is supporting the reconstruction with 2.5 billion yen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palu IV Bridge
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solely for pedestrians, crossing wet, fragile, or marshy land",Ranging from simple stepping stones to elaborate steel structures,"Stepping stones, boardwalk bridges, log bridges, including Sweet Track and Post Track","Traced back to Neolithic period, with natural or intentional felled trees as bridges",Vital for rural communities' access to essential facilities and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedestrian bridge
"Big Sur region of California, stretches from Malpaso Creek to San Carpóforo Creek",,,,,,,,,71-mile segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Scenic Highway, California Scenic Highway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included in Condé Nast Traveler's top ten world-famous streets,Proposed after the challenging access to the region pre-1920,Dr. John L. D. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfeiffer Canyon Bridge
