Duration,Outcome,Start Date,End Date,Military Force,Key Events,Event Trigger,Casualties,Date,Purpose,Outcomes,Countries,Reason for Occupation,Background,Significant Events,Signatories,Territory,Territories Occupied,Timeline,Major Operations,Airstrikes,Objective,Consequences,Reason,Second phase,Third phase,Fourth phase,Second phase 1977–1982,Third phase 1982–1984,Fourth phase 1984–1990,Coalition,Total Casualties,Initial Support for Czechoslovak Legion,Support for White forces,End of Interventions,Administration Divided,Major Events,Division,Recognition,Treaty,Zones,Conference Ratification,Territory Changes,Future Implications,Participating Countries,Strategic Significance,Involved Countries,Reasons,Occupying Forces,Division of Serbia,Governing Structure,Harsh Measures,Event,Parties involved,Areas Under Occupation,Measures of Repression,Involved Parties,Opening Months of War,1915 Progress,1916 Offensives,Kingdom of Romania Entry,Theatre of Conflict,Belligerent Powers,Context,Nullification,Administrative Division,Economic Impact,Political Repression,Resistance Movements,Client State,Civilian Casualties,Establishment,Ethnic Impact,Soviet Liberation,Impact on Population,Areas Behind Western Front,US Guarantee of Greenland,Greenland's Self-Ruling,US Coast Guard's Role,Taiwan placed under Republic of China governance,Declaration of martial law in Taiwan,ROC government retreats to Taiwan,Taipei declared temporary capital of ROC,UN expels ROC and replaces with PRC,Martial law lifted in Taiwan,First direct presidential election in Taiwan,Democratic Progressive Party comes to power,Key Military Figures,Key Political Figures,Indian Armed Forces,Pakistani Armed Forces,Indian Casualties,Pakistani Casualties,Conflicting Claims,Countries Involved,Support,Major Insurgent Attacks,Key Outcome,Strategic Importance,Motivation for Invasion,Military Forces,Timeline of Main Events,Agreement between France and Japan,Territorial Occupation by Japan,Strategic Goals of Japan,Iraqi invasion of Kuwait,Coalition intervention,Naval operations,Air campaign,Liberation of Kuwait,Post-ceasefire,Geography,British Strategy,Blockade Purpose,Raeder's Proposal,Codename,International Response,Treaty Establishment,Baltic coast,Northern Front,Southern Front,Asia-Pacific,Mediterranean and Middle East,Other campaigns,Coups,Military invasion of the Netherlands or predecessors,"In the case of military invasions of the Netherlands or its predecessor states, the key information to extract includes the event trigger that led to the invasion, the outcome of the invasion, and the military force involved in carrying out the invasion. The specifics of each invasion would vary based on the historical context, including the period, the countries or entities involved, and the objectives of the invading forces. This information provides a snapshot of the military history of the region and the impact of external interventions on the Netherlands.",Italian Declaration of War,French Announcement of Armistice with Germany,Italian General Offensive,Armistice Signing with Italy,Territories,Commencement,Locations,Completion,Excluded Territories,Impact of Liberation of Paris,Declaration as Independent Nation,Japanese Presence until end of war,Battle,Surrender,Hardships,Japanization Policy,Impact on Local Population,Military Objective,British Garrison,Japanese Invasion Force Units and Ships,Date of Port Blair's Occupation,Resistance from British Garrison,Fate of British Officers and Prisoners,Formal Annexation Date,Territory Involved,Events Leading Up to Annexation,International Recognition,Population Implications,Involved Forces,Objectives,Celebrated by,Hitler's claim,Start of war,Annexation,Additional demands,Meeting location,North Vietnamese/Pathet Lao Victory,Air Operations,Naval Operations,American Intervention,Tet Offensive,Vietnamization,Post-Paris Peace Accords,Spring 1975,UK,France,Italy,Sudetenland,Bohemia & Moravia,Zaolzie,Carpathian Ruthenia,Axis Forces Involved,Leading Country,Supervising Entity,Total Allied Soldiers,Overseer Generals,Soviet Union Influence,Emperor's Role,Reforms,Constitution Replacement,Military Limitation,Roman Occupation,Burgundian Occupation,Spanish Occupation,French Occupation,Authority,Impact on Ethnic Relations,High Commissioner,Projects,End of Occupation,Greco-Turkish War,Treaty of Lausanne,---------------------------------,Date of Invasion,Claimant,Previous Sovereignty,Military Forces Involved,Administering Authority,Dissolution of Government,Recognition by Arab League,Administration,US Role,Ukrainian State,Governorate of Subcarpathia,Soviet Occupation in World War II,Republic of Crimea and Sevastopol Occupation,Donetsk and Luhansk People's Republic Occupation,Start,Trigger,Players Involved,Frontline Strength,Other Casualties,Phases,Motivation,Operation Name,Main Objective,Approval Date,Other Military Forces,Accusations,------------------------------,South African incursion into Angola (Operation Savannah),Regions,Parties Involved,Red Army invasion,Dissolution of ADR,Creation of AzSSR,Establishment of AzCP,Commissar's note,Formation of alliance,Population Demographics,Historical Background,Establishment as Protectorate,Reintegration into Germany,Industrial Importance,Historical Context,Control by League of Nations,Post-World War II Protectorate,Policy of Industrial Disarmament,French Control,Return to West Germany,Participants,Major Encounters,Significance,Insurgency,Forces Involved,Disputed Numbers,Year,Supporting Forces,Protagonist Commander,Opposition Commander,Soviet Brigades,Notable Tactics,Opposition Faction Defection,Supporting Government Approval,Collaboration,Territories Annexed,Total Area,Total Population,Ultimatum by Soviet Union to Romania,Romanian Government Response,Annexation Process,Involvement of Nazi Germany,International Legal Perspective,Territory Occupied,Significant Outcome,Baltic Offensive,Siege of Leningrad,Tartu Offensive,Transbaikal Front,1st Far Eastern Front,2nd Far Eastern Front,Kwangtung Army,Fifth Area Army,Asia-Pacific region,Agreements/Treaties,Location,Troop Deployment,Coordination,Initial Deployment,Actions Taken,Phase 1: February Revolution,Phase 2: Strengthening,Phase 3: War Continuation,Insurgent Attacks,Massacres,Other,Main Events,Key Factors,trigger
1941-1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battle of Guam,Naval Governor's surrender to Japanese forces,"Chamorros endure military occupation, forced assimilation into Japanese culture",Efforts to bring Chamorro people into Japanese nation through assimilation,"Confiscation of goods, food rationing, cultural assimilation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of Guam
1941-1945,,"December 25, 1941",End of World War II,,"Surrender, fierce fighting, occupation length, metonym term",,Information not provided in text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of Hong Kong
"June 6, 1942 - July 28, 1943",,"June 6, 1942","July 28, 1943",,"Occupation to protect the northern flank of the Japanese Empire, first time U.S. occupied since War of 1812, part of the Aleutian Islands Campaign",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of Kiska
,Victory,,,500 paratroopers,,Indian/Maldivian government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of Malaya
1942-1945,,During World War II,Eleven days after Japan's official surrender,,"Transformation into a stronghold, building of an airfield, harsh regime, deportation of indigenous population, food shortages",,High mortality rate among deported indigenous population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of Nauru
1942-1945,,"February 15, 1942","September 12, 1945",,"Japanese occupation, name change to Syonan-to, return to British rule, dissolution of Straits Settlements",,"Significant impact on various nations involved, exact numbers are not provided",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of Singapore
1942,,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Port Blair,"300-man Sikh militia with 23 British officers, Gurkha detachment of 4/12th Frontier Force Regiment","Minesweeper Division 1, Special Minesweeper Division 91, Air Unit","March 23, 1942","Offered no resistance, disarmed and interned","Officers sent to Singapore as POWs, prisoners released with one becoming a collaborator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of the Andaman and Nicobar Islands
March 1942 - September 1945,,"January 10, 1942","March 8, 1942",,"Japanese invasion, Dutch surrender, forced labor, famine, civilian deaths",,Approximately 4 million deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of the Dutch East Indies
1942-1945,,"December 8, 1941",Surrender of Japan,,"Initial attack, Bataan Death March, MacArthur's return, Leyte landings",,"Around 500,000 Filipinos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of the Philippines
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 April 1950,"Cities of Jericho, Bethlehem, Hebron, Nablus, eastern Jerusalem including the Old City","Arab Legion control, Jericho Conference, renaming of Transjordan to Jordan","Recognized by the United Kingdom, United States, Iraq, with claims of recognition by Pakistan","Population of Jordan more than doubled, naturalized Palestinians given equal opportunities and representation in Jordanian parliament",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordanian annexation of the West Bank
,"Victory, occupation of Montenegro",,,,,,,January 1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austro-Hungarian troops,"Knock Montenegro out of the war, take Italian-held Albanian ports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montenegrin campaign
,,,,,,,,30 September 1938,,,"Germany, United Kingdom, France, Italy",,,,"Leaders of Germany, France, Britain, Italy",Sudeten German territory of Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of Europe,Last territorial claim in Europe,Germany's low-intensity undeclared war on Czechoslovakia,German annexation of the Czechoslovak Sudetenland,Polish and Hungarian territorial demands,"Munich, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Munich Agreement
1942-1945,,"December 8, 1941",Surrender of Japan,,"Initial attack, Bataan Death March, MacArthur's return, Leyte landings",,"Around 500,000 Filipinos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Guinea campaign
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Control over Laos, Ho Chi Minh Trail establishment, support for Pathet Lao, construction of Demilitarized Zone, victory in South Vietnam in 1975.",American air operations in Vietnam during the conflict.,Military naval operations conducted during the Vietnam War.,American intervention in the conflict in Vietnam.,Offensive launched by NLF and NVA during the Vietnam War.,Strategy to shift responsibility for combat operations in Vietnam to South Vietnamese forces.,Peace agreements signed in Paris as a result of the Vietnam War.,Final offensive by North Vietnamese forces leading to the fall of Saigon and the communist victory in Vietnam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Vietnamese invasion of Laos
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-61 warships,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Constantinople
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German annexation of ethnic German regions in Czechoslovakia following the Munich Agreement.,"Establishment of the Protectorate of Bohemia and Moravia as a puppet state under Nazi control, stripping Czechoslovakia of independence.","Small northeastern part of Czechoslovakian borderland occupied and annexed to Poland following territorial claims and to ""protect"" ethnic Polish community.","Hungary's occupation and annexation of southern territories, part of Slovakia, and the remainder of Carpathian Ruthenia, largely inhabited by Hungarians.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Czechoslovakia
April 1941 - June 1941 (mainland),,April 1941,May-June 1945 (Crete and Aegean islands),,"Conquest of Crete, establishment of puppet government, division of occupation zones, destruction of Greek economy and infrastructure",,"Over 40,000 civilian deaths in Athens alone",,,"Ruined economy, widespread destruction, loss of life, Jewish population nearly eradicated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nazi Germany, Fascist Italy, Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Greece
1915-1934,,"July 28, 1915","August 1, 1934",,"Socioeconomic instability, assassination, rebellions, human rights violations, infrastructure projects",,Several thousand Haitians,,,,,,,,,,,,,,,,U.S. business interests in Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Haiti
,Occupation,,,"Royal Navy, Royal Marines",,British invasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Iceland
1945-1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Far Eastern Commission,Nearly 1 million,"General Douglas MacArthur, General Matthew Ridgway",Declined to participate,Remained on the imperial throne,"Social and economic reforms similar to the American ""New Deal""","Repealed existing constitution, replaced with American-written constitution",Article 9 of the constitution forbade Japan from maintaining a military or pursuing war as a means to settle international disputes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Japan
1910-1945,,1910,1945,,"Annexation, Japanization, economic development, suppression of independence movement",,,,,Division of Korea into North and South after WWII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Korea
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman control over the territory,Incorporation into the Burgundian Kingdom,Incorporation into the Spanish Netherlands,Luxembourg annexed by France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Luxembourg
1912-1933,,1912,"January 2, 1933",,"US military interventions, Bryan–Chamorro Treaty, Herbert Hoover's opposition, end of intervention in 1933",,,,,,,Preventing the construction of a Nicaraguan Canal by other nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Nicaragua
,,,,,,,"Estimated 10,000 to 100,000 Greek and Armenian deaths",,,,,,Greek military occupation authorized by Allied Powers to protect ethnic Greek population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allied Powers,"Led to ethnic violence, rise in Turkish nationalism, high commissioner opposed discrimination",Aristeidis Stergiadis,"Resettlement of Greek refugees, University foundations, public health projects","Turkish capture of Smyrna on September 9, 1922","Major base for Greek troops, occupation ended major combat","Signed on July 24, 1923, ending the war",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Smyrna
1940-1945,,"June 30, 1940","May 9, 1945",,,,Not mentioned,,,,"Germany, United Kingdom",,,"Moderate occupation, forced labor, mass deportations, near starvation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of the Channel Islands
-,British control restored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-----------------------------------------------------,-,Argentina,United Kingdom,Argentine military junta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of the Falkland Islands
1949-1967,,1949,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Palestine Government,1959,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of the Gaza Strip by Egypt
1 Dec 1918 - 30 Jun 1930,,,30 Jun 1930,,,,,,"Provide security to France, guarantee reparations obligations",,,,,,,,"Left bank of the Rhine, bridgeheads around Cologne, Koblenz, Mainz, Kehl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inter-Allied Rhineland High Commission,Third US Army under Gen. Pershing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of the Rhineland
,"Economic crisis, civil disobedience",,,France and Belgium troops,,Occupation of the Ruhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of the Ruhr
